hotel,city,postcode,housenumber,street,state,address1,address2
Hilton Garden Inn,New York,10001,121,West 28th Street,New York,Hilton Garden Inn,"121 West 28th Street, New York, NY 10001, United States of America"
Cambria Hotel & Suites,New York,10001,123,West 28th Street,New York,Cambria Hotel & Suites,"123 West 28th Street, New York, NY 10001, United States of America"
Hotel Indigo,New York,10001,127,West 28th Street,New York,Hotel Indigo,"127 West 28th Street, New York, NY 10001, United States of America"
Ace Hotel,New York,10001,10001,West 29th Street,New York,Ace Hotel,"10001 West 29th Street, New York, NY 10001, United States of America"
The Redbury New York,New York,10016,29,East 29th Street,New York,The Redbury New York,"29 East 29th Street, New York, NY 10016, United States of America"
The Pod,New York,11211,247,Metropolitan Avenue,New York,The Pod,"247 Metropolitan Avenue, New York, NY 11211, United States of America"
Hotel Hayden,New York,10001,137,West 28th Street,New York,Hotel Hayden,"137 West 28th Street, New York, NY 10001, United States of America"
The Paul,New York,10001,32,West 29th Street,New York,The Paul,"32 West 29th Street, New York, NY 10001, United States of America"
Clarion Hotel Park Avenue,New York,10016,429,Park Avenue South,New York,Clarion Hotel Park Avenue,"429 Park Avenue South, New York, NY 10016, United States of America"
DoubleTree,New York,10001,128,West 29th Street,New York,DoubleTree,"128 West 29th Street, New York, NY 10001, United States of America"
Best Western Premier,New York,10016,16,East 30th Street,New York,Best Western Premier,"16 East 30th Street, New York, NY 10016, United States of America"
Eventi,New York,10001,835,6th Avenue,New York,Eventi,"835 6th Avenue, New York, NY 10001, United States of America"
The Hotel @ New York City,New York,10016,161,Lexington Avenue,New York,The Hotel @ New York City,"161 Lexington Avenue, New York, NY 10016, United States of America"
Fairfield Inn,New York,11217,N/A,Butler Street,New York,Fairfield Inn,"Butler Street, New York, NY 11217, United States of America"
N/A,New York,11211,N/A,South 2nd Street,New York,South 2nd Street,"New York, NY 11211, United States of America"
Mondrian Park Avenue,New York,10016,444,Park Avenue South,New York,Mondrian Park Avenue,"444 Park Avenue South, New York, NY 10016, United States of America"
Holiday Inn Express New York City – Chelsea,New York,10001,232,West 29th Street,New York,Holiday Inn Express New York City – Chelsea,"232 West 29th Street, New York, NY 10001, United States of America"
Hotel Chandler,New York,10016,12,East 31st Street,New York,Hotel Chandler,"12 East 31st Street, New York, NY 10016, United States of America"
hotel aka.,New York,10037,131,Madison Avenue,New York,hotel aka.,"131 Madison Avenue, New York, NY 10037, United States of America"
N/A,New York,10037,161,Lexington Avenue,New York,161 Lexington Avenue,"New York, NY 10037, United States of America"
Hotel Wolcott,New York,10001,4,West 31st Street,New York,Hotel Wolcott,"4 West 31st Street, New York, NY 10001, United States of America"
Hyatt Herald Square New York,New York,10001,30,West 31st Street,New York,Hyatt Herald Square New York,"30 West 31st Street, New York, NY 10001, United States of America"
Hoxton,New York,11211,N/A,Wythe Avenue,New York,Hoxton,"Wythe Avenue, New York, NY 11211, United States of America"
Hotel 31,New York,10016,120,East 31st Street,New York,Hotel 31,"120 East 31st Street, New York, NY 10016, United States of America"
The Williamsburg Hotel,New York,11249,96,Wythe Avenue,New York,The Williamsburg Hotel,"96 Wythe Avenue, New York, NY 11249, United States of America"
Courtyard Marriot,New York,10001,135,West 30th Street,New York,Courtyard Marriot,"135 West 30th Street, New York, NY 10001, United States of America"
Arlo NoMad,New York,10016,11,East 31st Street,New York,Arlo NoMad,"11 East 31st Street, New York, NY 10016, United States of America"
Hampton,New York,10001,116,West 31st Street,New York,Hampton,"116 West 31st Street, New York, NY 10001, United States of America"
Life Hotel,New York,10001,19,West 31st Street,New York,Life Hotel,"19 West 31st Street, New York, NY 10001, United States of America"
The Marmara Park Avenue,New York,10016,112,East 32nd Street,New York,The Marmara Park Avenue,"112 East 32nd Street, New York, NY 10016, United States of America"
Hotel 32 32,New York,10016,32,East 32nd Street,New York,Hotel 32 32,"32 East 32nd Street, New York, NY 10016, United States of America"
HGU,New York,10016,34,East 32nd Street,New York,HGU,"34 East 32nd Street, New York, NY 10016, United States of America"
Stewart Hotel,New York,10001,371,7th Avenue,New York,Stewart Hotel,"371 7th Avenue, New York, NY 10001, United States of America"
nyma,New York,10001,6,West 32nd Street,New York,nyma,"6 West 32nd Street, New York, NY 10001, United States of America"
The Marmara,New York,10016,112,East 32nd Street,New York,The Marmara,"112 East 32nd Street, New York, NY 10016, United States of America"
Avalon Hotel,New York,10016,16,East 32nd Street,New York,Avalon Hotel,"16 East 32nd Street, New York, NY 10016, United States of America"
Selina Chelsea New York City,New York,10001,518,West 27th Street,New York,Selina Chelsea New York City,"518 West 27th Street, New York, NY 10001, United States of America"
Wythe Hotel,New York,11249,80,Wythe Avenue,New York,Wythe Hotel,"80 Wythe Avenue, New York, NY 11249, United States of America"
Union Hotel,New York,11217,611,Degraw Street,New York,Union Hotel,"611 Degraw Street, New York, NY 11217, United States of America"
The Hotel @ 5th Avenue,New York,10001,17,West 32nd Street,New York,The Hotel @ 5th Avenue,"17 West 32nd Street, New York, NY 10001, United States of America"
Midtown West Hotel,New York,10001,303,West 30th Street,New York,Midtown West Hotel,"303 West 30th Street, New York, NY 10001, United States of America"
Hotel Stanford,New York,10001,43,West 32nd Street,New York,Hotel Stanford,"43 West 32nd Street, New York, NY 10001, United States of America"
"Martinique New York on Broadway, Curio Collection by Hilton",New York,10001,49,West 32nd Street,New York,"Martinique New York on Broadway, Curio Collection by Hilton","49 West 32nd Street, New York, NY 10001, United States of America"
Holiday Inn Express Brooklyn,New York,11215,625,Union Street,New York,Holiday Inn Express Brooklyn,"625 Union Street, New York, NY 11215, United States of America"
Hotel Pennsylvania,New York,10001,401,7th Avenue,New York,Hotel Pennsylvania,"401 7th Avenue, New York, NY 10001, United States of America"
Hilton Garden Inn Midtown Park Avenue,New York,10016,49,East 33rd Street,New York,Hilton Garden Inn Midtown Park Avenue,"49 East 33rd Street, New York, NY 10016, United States of America"
The William Vale,New York,11249,111,North 12th Street,New York,The William Vale,"111 North 12th Street, New York, NY 11249, United States of America"
Murray Hill Marquis,New York,10016,150,East 34th Street,New York,Murray Hill Marquis,"150 East 34th Street, New York, NY 10016, United States of America"
Towneplace Suites,New York,11215,561,President Street,New York,Towneplace Suites,"561 President Street, New York, NY 11215, United States of America"
McCarren Hotel & Pool,New York,11249,160,North 12th Street,New York,McCarren Hotel & Pool,"160 North 12th Street, New York, NY 11249, United States of America"
The Gregory Hotel,New York,10001,42,West 35th Street,New York,The Gregory Hotel,"42 West 35th Street, New York, NY 10001, United States of America"
U Hotel Fifth Avenue,New York,10035,373,5th Avenue,New York,U Hotel Fifth Avenue,"373 5th Avenue, New York, NY 10035, United States of America"
Hotel Indigo,New York,11211,500,Metropolitan Avenue,New York,Hotel Indigo,"500 Metropolitan Avenue, New York, NY 11211, United States of America"
The Kixby,New York,10001,45,West 35th Street,New York,The Kixby,"45 West 35th Street, New York, NY 10001, United States of America"
Fairfield Inn,New York,10001,325,West 33rd Street,New York,Fairfield Inn,"325 West 33rd Street, New York, NY 10001, United States of America"
Hampton Inn Manhattan-35th St/Empire State Bldg,New York,10001,59,West 35th Street,New York,Hampton Inn Manhattan-35th St/Empire State Bldg,"59 West 35th Street, New York, NY 10001, United States of America"
Hilton Garden Inn,New York,10001,63,West 35th Street,New York,Hilton Garden Inn,"63 West 35th Street, New York, NY 10001, United States of America"
Renaissance,New York,10001,218,West 35th Street,New York,Renaissance,"218 West 35th Street, New York, NY 10001, United States of America"
LeSoleil,New York,10018,38,West 36th Street,New York,LeSoleil,"38 West 36th Street, New York, NY 10018, United States of America"
Best Western Herald Square,New York,10018,50,West 36th Street,New York,Best Western Herald Square,"50 West 36th Street, New York, NY 10018, United States of America"
Hyatt Place New York/Midtown-South,New York,10018,52,West 36th Street,New York,Hyatt Place New York/Midtown-South,"52 West 36th Street, New York, NY 10018, United States of America"
Holiday Inn Express,New York,10018,60,West 36th Street,New York,Holiday Inn Express,"60 West 36th Street, New York, NY 10018, United States of America"
Pendry Manhattan West,New York,10001,438,West 33rd Street,New York,Pendry Manhattan West,"438 West 33rd Street, New York, NY 10001, United States of America"
The New Yorker,New York,10001,481,8th Avenue,New York,The New Yorker,"481 8th Avenue, New York, NY 10001, United States of America"
Henn Na Hotel,New York,10001,235,West 35th Street,New York,Henn Na Hotel,"235 West 35th Street, New York, NY 10001, United States of America"
Oakwood Furnished Apartments,New York,10016,554,3rd Avenue,New York,Oakwood Furnished Apartments,"554 3rd Avenue, New York, NY 10016, United States of America"
Embassy Suites by Hilton,New York,10018,60,West 37th Street,New York,Embassy Suites by Hilton,"60 West 37th Street, New York, NY 10018, United States of America"
Illumination Bed & Breakfast,New York,11238,138,Saint James Place,New York,Illumination Bed & Breakfast,"138 Saint James Place, New York, NY 11238, United States of America"
The Shelburne Sonesta New York,New York,10016,303,Lexington Avenue,New York,The Shelburne Sonesta New York,"303 Lexington Avenue, New York, NY 10016, United States of America"
Fairfield Inn,New York,10018,21,West 37th Street,New York,Fairfield Inn,"21 West 37th Street, New York, NY 10018, United States of America"
EVEN Hotel New York - Times Square South,New York,10018,321,West 35th Street,New York,EVEN Hotel New York - Times Square South,"321 West 35th Street, New York, NY 10018, United States of America"
SpringHill Suites,New York,10018,25,West 37th Street,New York,SpringHill Suites,"25 West 37th Street, New York, NY 10018, United States of America"
Mason Civic League,Hoboken,07030,N/A,12th Street,New Jersey,Mason Civic League,"12th Street, Hoboken, NJ 07030, United States of America"
35 Hudson Yards,New York,10001,35,Hudson Boulevard West,New York,35 Hudson Yards,"35 Hudson Boulevard West, New York, NY 10001, United States of America"
Madison Towers Hotel,New York,10016,22,East 38th Street,New York,Madison Towers Hotel,"22 East 38th Street, New York, NY 10016, United States of America"
"Marriott Vacation Club, New York City",New York,10018,33,West 37th Street,New York,"Marriott Vacation Club, New York City","33 West 37th Street, New York, NY 10018, United States of America"
The Kitano New York,New York,10016,66,Park Avenue,New York,The Kitano New York,"66 Park Avenue, New York, NY 10016, United States of America"
Equinox,New York,10001,32,Hudson Boulevard West,New York,Equinox,"32 Hudson Boulevard West, New York, NY 10001, United States of America"
Franklin Guesthouse,New York,11222,214,Franklin Street,New York,Franklin Guesthouse,"214 Franklin Street, New York, NY 11222, United States of America"
Crowne Plaza,New York,10018,320,West 36th Street,New York,Crowne Plaza,"320 West 36th Street, New York, NY 10018, United States of America"
TRYP,New York,10018,345,West 35th Street,New York,TRYP,"345 West 35th Street, New York, NY 10018, United States of America"
Hotel le Bleu,New York,11215,370,4th Avenue,New York,Hotel le Bleu,"370 4th Avenue, New York, NY 11215, United States of America"
Fairfield Inn & Suites,New York,10018,338,West 36th Street,New York,Fairfield Inn & Suites,"338 West 36th Street, New York, NY 10018, United States of America"
Courtyard by Marriott,New York,10001,461,West 34th Street,New York,Courtyard by Marriott,"461 West 34th Street, New York, NY 10001, United States of America"
Hyatt Centric 39th & 5th New York,New York,10016,16,East 39th Street,New York,Hyatt Centric 39th & 5th New York,"16 East 39th Street, New York, NY 10016, United States of America"
Novo,New York,10016,151,East 38th Street,New York,Novo,"151 East 38th Street, New York, NY 10016, United States of America"
Radisson Hotel,New York,10018,525,8th Avenue,New York,Radisson Hotel,"525 8th Avenue, New York, NY 10018, United States of America"
Iberostar,New York,10016,70,Park Avenue,New York,Iberostar,"70 Park Avenue, New York, NY 10016, United States of America"
Hotel Hendricks,New York,10018,25,West 38th Street,New York,Hotel Hendricks,"25 West 38th Street, New York, NY 10018, United States of America"
Archer Hotel,New York,10018,45,West 38th Street,New York,Archer Hotel,"45 West 38th Street, New York, NY 10018, United States of America"
The William,New York,10016,24,East 39th Street,New York,The William,"24 East 39th Street, New York, NY 10016, United States of America"
Staypineapple,New York,10018,337,West 36th Street,New York,Staypineapple,"337 West 36th Street, New York, NY 10018, United States of America"
Refinery,New York,10018,63,West 38th Street,New York,Refinery,"63 West 38th Street, New York, NY 10018, United States of America"
Hotel Central Times Square,New York,10018,N/A,West 36th Street,New York,Hotel Central Times Square,"West 36th Street, New York, NY 10018, United States of America"
Americana Inn,New York,10018,69,West 38th Street,New York,Americana Inn,"69 West 38th Street, New York, NY 10018, United States of America"
"Homewood Suites by Hilton New York/Midtown Manhattan Times Square-South, NY",New York,10018,312,West 37th Street,New York,"Homewood Suites by Hilton New York/Midtown Manhattan Times Square-South, NY","312 West 37th Street, New York, NY 10018, United States of America"
Greenpoint Branch YMCA,New York,11222,95,Meserole Avenue,New York,Greenpoint Branch YMCA,"95 Meserole Avenue, New York, NY 11222, United States of America"
Hilton Garden Inn,New York,10018,326,West 37th Street,New York,Hilton Garden Inn,"326 West 37th Street, New York, NY 10018, United States of America"
POD 39,New York,10016,145,East 39th Street,New York,POD 39,"145 East 39th Street, New York, NY 10016, United States of America"
Murray Hill East Suites,New York,10016,149,East 39th Street,New York,Murray Hill East Suites,"149 East 39th Street, New York, NY 10016, United States of America"
Courtyard,New York,10018,307,West 37th Street,New York,Courtyard,"307 West 37th Street, New York, NY 10018, United States of America"
Residence Inn Manhattan/Times Square,New York,10019,1033,6th Avenue,New York,Residence Inn Manhattan/Times Square,"1033 6th Avenue, New York, NY 10019, United States of America"
Quality Inn,New York,10018,442,West 36th Street,New York,Quality Inn,"442 West 36th Street, New York, NY 10018, United States of America"
Seton Hotel,New York,10016,144,East 40th Street,New York,Seton Hotel,"144 East 40th Street, New York, NY 10016, United States of America"
The Renwick Hotel,New York,10016,118,East 40th Street,New York,The Renwick Hotel,"118 East 40th Street, New York, NY 10016, United States of America"
Doxie Hotel,New York,10018,273,West 38th Street,New York,Doxie Hotel,"273 West 38th Street, New York, NY 10018, United States of America"
Park Terrace Hotel,New York,10018,16,West 40th Street,New York,Park Terrace Hotel,"16 West 40th Street, New York, NY 10018, United States of America"
Bryant Park Hotel,New York,10018,40,West 40th Street,New York,Bryant Park Hotel,"40 West 40th Street, New York, NY 10018, United States of America"
Courtyard New York Manhattan/Fifth Avenue,New York,10017,3,East 40th Street,New York,Courtyard New York Manhattan/Fifth Avenue,"3 East 40th Street, New York, NY 10017, United States of America"
Dylan Hotel,New York,10017,52,East 41st Street,New York,Dylan Hotel,"52 East 41st Street, New York, NY 10017, United States of America"
Holiday Inn,New York,10018,585,8th Avenue,New York,Holiday Inn,"585 8th Avenue, New York, NY 10018, United States of America"
La Quinta Inn & Suites,New York,10018,333,West 38th Street,New York,La Quinta Inn & Suites,"333 West 38th Street, New York, NY 10018, United States of America"
Hyatt Place,New York,10018,350,West 39th Street,New York,Hyatt Place,"350 West 39th Street, New York, NY 10018, United States of America"
LUMA Hotel Times Square,New York,10036,120,West 41st Street,New York,LUMA Hotel Times Square,"120 West 41st Street, New York, NY 10036, United States of America"
Library Hotel,New York,10017,299,Madison Avenue,New York,Library Hotel,"299 Madison Avenue, New York, NY 10017, United States of America"
Artel Hotel,New York,10018,305,West 39th Street,New York,Artel Hotel,"305 West 39th Street, New York, NY 10018, United States of America"
Element,New York,10018,311,West 39th Street,New York,Element,"311 West 39th Street, New York, NY 10018, United States of America"
Andaz,New York,10017,485,5th Avenue,New York,Andaz,"485 5th Avenue, New York, NY 10017, United States of America"
The Westin New York Grand Central,New York,10017,212,East 42nd Street,New York,The Westin New York Grand Central,"212 East 42nd Street, New York, NY 10017, United States of America"
Hampton,New York,10018,337,West 39th Street,New York,Hampton,"337 West 39th Street, New York, NY 10018, United States of America"
Aliz Hotel Times Square,New York,10018,310,West 40th Street,New York,Aliz Hotel Times Square,"310 West 40th Street, New York, NY 10018, United States of America"
Candlewood Suites,New York,10018,339,West 39th Street,New York,Candlewood Suites,"339 West 39th Street, New York, NY 10018, United States of America"
Holiday Inn Express,New York,10018,343,West 39th Street,New York,Holiday Inn Express,"343 West 39th Street, New York, NY 10018, United States of America"
Aloft,New York,10018,450,11th Avenue,New York,Aloft,"450 11th Avenue, New York, NY 10018, United States of America"
Equity Point,New York,10018,206,West 41st Street,New York,Equity Point,"206 West 41st Street, New York, NY 10018, United States of America"
Truss Hotel Times Square,New York,10018,515,9th Avenue,New York,Truss Hotel Times Square,"515 9th Avenue, New York, NY 10018, United States of America"
Hampton,New York,10018,220,West 41st Street,New York,Hampton,"220 West 41st Street, New York, NY 10018, United States of America"
Four Points by Sheraton,New York,10018,326,West 40th Street,New York,Four Points by Sheraton,"326 West 40th Street, New York, NY 10018, United States of America"
Staybridge Suites,New York,10018,340,West 40th Street,New York,Staybridge Suites,"340 West 40th Street, New York, NY 10018, United States of America"
The Knickerbocker Hotel,New York,10036,6,Times Square,New York,The Knickerbocker Hotel,"6 Times Square, New York, NY 10036, United States of America"
Fairfield Inn & Suites,New York,10018,330,West 40th Street,New York,Fairfield Inn & Suites,"330 West 40th Street, New York, NY 10018, United States of America"
Distrikt Hotel,New York,10018,342,West 40th Street,New York,Distrikt Hotel,"342 West 40th Street, New York, NY 10018, United States of America"
DoubleTree by Hilton Hotel New York Times Square West,New York,10018,350,West 40th Street,New York,DoubleTree by Hilton Hotel New York Times Square West,"350 West 40th Street, New York, NY 10018, United States of America"
Best Western Convention Center,New York,10018,522,West 38th Street,New York,Best Western Convention Center,"522 West 38th Street, New York, NY 10018, United States of America"
Westgate New York Grand Central Hotel,New York,10017,304,East 42nd Street,New York,Westgate New York Grand Central Hotel,"304 East 42nd Street, New York, NY 10017, United States of America"
Hilton Garden Inn,New York,10036,136,West 42nd Street,New York,Hilton Garden Inn,"136 West 42nd Street, New York, NY 10036, United States of America"
Grand Hyatt New York,New York,10017,109,Lexington Avenue,New York,Grand Hyatt New York,"109 Lexington Avenue, New York, NY 10017, United States of America"
La Quinta,New York,11215,531-533,3rd Avenue,New York,La Quinta,"531-533 3rd Avenue, New York, NY 11215, United States of America"
Hilton,New York,10018,350,West 40th Street,New York,Hilton,"350 West 40th Street, New York, NY 10018, United States of America"
tba,New York,10018,340,West 40th Street,New York,tba,"340 West 40th Street, New York, NY 10018, United States of America"
Hampton,New York,10017,231,East 43rd Street,New York,Hampton,"231 East 43rd Street, New York, NY 10017, United States of America"
Royalton New York,New York,10036,44,West 44th Street,New York,Royalton New York,"44 West 44th Street, New York, NY 10036, United States of America"
The Westin,New York,10036,270,8th Avenue,New York,The Westin,"270 8th Avenue, New York, NY 10036, United States of America"
Casablanca Hotel,New York,10036,147,West 43rd Street,New York,Casablanca Hotel,"147 West 43rd Street, New York, NY 10036, United States of America"
The Chatwal,New York,10036,130,West 44th Street,New York,The Chatwal,"130 West 44th Street, New York, NY 10036, United States of America"
Fitzpatrick Grand Central Hotel,New York,10017,141,East 44th Street,New York,Fitzpatrick Grand Central Hotel,"141 East 44th Street, New York, NY 10017, United States of America"
EVEN Hotel Midtown East,New York,10017,219,East 44th Street,New York,EVEN Hotel Midtown East,"219 East 44th Street, New York, NY 10017, United States of America"
Iroquois New York Hotel,New York,10036,49,West 44th Street,New York,Iroquois New York Hotel,"49 West 44th Street, New York, NY 10036, United States of America"
Sofitel,New York,10036,45,West 44th Street,New York,Sofitel,"45 West 44th Street, New York, NY 10036, United States of America"
City Club Hotel,New York,10036,55,West 44th Street,New York,City Club Hotel,"55 West 44th Street, New York, NY 10036, United States of America"
The Pod Times Square,New York,10036,400,West 42nd Street,New York,The Pod Times Square,"400 West 42nd Street, New York, NY 10036, United States of America"
Box House Hotel,New York,11222,77,Box Street,New York,Box House Hotel,"77 Box Street, New York, NY 11222, United States of America"
Algonquin Hotel,New York,10036,59,West 44th Street,New York,Algonquin Hotel,"59 West 44th Street, New York, NY 10036, United States of America"
hotel mela,New York,10036,120,West 44th Street,New York,hotel mela,"120 West 44th Street, New York, NY 10036, United States of America"
AKA Times Square,New York,10036,123,West 44th Street,New York,AKA Times Square,"123 West 44th Street, New York, NY 10036, United States of America"
Millennium Hilton One UN Plaza,New York,10017,1,1st Avenue,New York,Millennium Hilton One UN Plaza,"1 1st Avenue, New York, NY 10017, United States of America"
United Nations Apartment Hotel,New York,10017,302,East 45th Street,New York,United Nations Apartment Hotel,"302 East 45th Street, New York, NY 10017, United States of America"
Club Quarters Hotel,New York,10017,128,East 45th Street,New York,Club Quarters Hotel,"128 East 45th Street, New York, NY 10017, United States of America"
Millennium Broadway,New York,10036,145,West 44th Street,New York,Millennium Broadway,"145 West 44th Street, New York, NY 10036, United States of America"
Yotel New York,New York,10036,570,10th Avenue,New York,Yotel New York,"570 10th Avenue, New York, NY 10036, United States of America"
Cassa Hotel,New York,10036,70,West 45th Street,New York,Cassa Hotel,"70 West 45th Street, New York, NY 10036, United States of America"
Club Quarter Hôtel,New York,10036,40,West 45th Street,New York,Club Quarter Hôtel,"40 West 45th Street, New York, NY 10036, United States of America"
Night Theater District,New York,10036,132,West 45th Street,New York,Night Theater District,"132 West 45th Street, New York, NY 10036, United States of America"
InterContinental New York Times Square,New York,10036,300,West 44th Street,New York,InterContinental New York Times Square,"300 West 44th Street, New York, NY 10036, United States of America"
Club Wyndham Midtown 45,New York,10017,205,East 45th Street,New York,Club Wyndham Midtown 45,"205 East 45th Street, New York, NY 10017, United States of America"
Citadines Connect,New York,10036,15,West 45th Street,New York,Citadines Connect,"15 West 45th Street, New York, NY 10036, United States of America"
