tranportation,city,postcode,housenumber,street,state,address1,address2
Avenue A & Saint Marks Place,New York,10009,N/A,Avenue A,New York,Avenue A & Saint Marks Place,"Avenue A, New York, NY 10009, United States of America"
Avenue A & East 9th Street,New York,10009,N/A,Avenue A,New York,Avenue A & East 9th Street,"Avenue A, New York, NY 10009, United States of America"
Montgomery Street at Greene Street,Jersey City,07311,N/A,Montgomery Street,New Jersey,Montgomery Street at Greene Street,"Montgomery Street, Jersey City, NJ 07311, United States of America"
Avenue C & East 5th Street,New York,10009,N/A,Avenue C,New York,Avenue C & East 5th Street,"Avenue C, New York, NY 10009, United States of America"
Cadman Plaza West & Montague Street,New York,11231,N/A,Court Street,New York,Cadman Plaza West & Montague Street,"Court Street, New York, NY 11231, United States of America"
Avenue C & East 6th Street,New York,10009,N/A,Avenue C,New York,Avenue C & East 6th Street,"Avenue C, New York, NY 10009, United States of America"
Avenue D & East 4th Street,New York,10009,N/A,Avenue D,New York,Avenue D & East 4th Street,"Avenue D, New York, NY 10009, United States of America"
Cadman Plaza West & Remsen Street,New York,11231,N/A,Court Street,New York,Cadman Plaza West & Remsen Street,"Court Street, New York, NY 11231, United States of America"
7th Avenue South and Waverly Place,New York,10014,N/A,7th Avenue South,New York,7th Avenue South and Waverly Place,"7th Avenue South, New York, NY 10014, United States of America"
Essex Street,Jersey City,07302,N/A,Essex Street,New Jersey,Essex Street,"Jersey City, NJ 07302, United States of America"
East 9th Street & Avenue A,New York,10003,N/A,East 9th Street,New York,East 9th Street & Avenue A,"East 9th Street, New York, NY 10003, United States of America"
6th Avenue & W 10th Street,New York,10019,N/A,6th Avenue,New York,6th Avenue & W 10th Street,"6th Avenue, New York, NY 10019, United States of America"
3rd Avenue & East 12th Street,New York,10035,N/A,3rd Avenue,New York,3rd Avenue & East 12th Street,"3rd Avenue, New York, NY 10035, United States of America"
Atlantic Avenue & Henry Street,New York,11208,N/A,Atlantic Avenue,New York,Atlantic Avenue & Henry Street,"Atlantic Avenue, New York, NY 11208, United States of America"
5th Avenue & West 12th Street,New York,10035,N/A,5th Avenue,New York,5th Avenue & West 12th Street,"5th Avenue, New York, NY 10035, United States of America"
Borough Hall,New York,11201,N/A,Joralemon Street,New York,Borough Hall,"Joralemon Street, New York, NY 11201, United States of America"
East 10th Street & Avenue A,New York,10009,N/A,East 10th Street,New York,East 10th Street & Avenue A,"East 10th Street, New York, NY 10009, United States of America"
Navy Street & Sands Street,New York,11251,N/A,Navy Street,New York,Navy Street & Sands Street,"Navy Street, New York, NY 11251, United States of America"
East 10th Street & Avenue A,New York,10009,N/A,Avenue A,New York,East 10th Street & Avenue A,"Avenue A, New York, NY 10009, United States of America"
Adams Street & Brooklyn Supreme Court,New York,11201,N/A,Adams Street,New York,Adams Street & Brooklyn Supreme Court,"Adams Street, New York, NY 11201, United States of America"
Columbia Street & Congress Street,New York,11231,N/A,Columbia Street Greenway,New York,Columbia Street & Congress Street,"Columbia Street Greenway, New York, NY 11231, United States of America"
Borough Hall,New York,11201,N/A,Joralemon Street,New York,Borough Hall,"Joralemon Street, New York, NY 11201, United States of America"
Avenue C & East 7th Street,New York,10009,N/A,Avenue C,New York,Avenue C & East 7th Street,"Avenue C, New York, NY 10009, United States of America"
Avenue D & East 5th Street,New York,10009,N/A,Avenue D,New York,Avenue D & East 5th Street,"Avenue D, New York, NY 10009, United States of America"
Gold Street & Tillary Street,New York,11251,N/A,Gold Street,New York,Gold Street & Tillary Street,"Gold Street, New York, NY 11251, United States of America"
Avenue C & East 8th Street,New York,10009,N/A,Avenue C,New York,Avenue C & East 8th Street,"Avenue C, New York, NY 10009, United States of America"
Adams Street & Brooklyn Supreme Court,New York,11201,N/A,Adams Street,New York,Adams Street & Brooklyn Supreme Court,"Adams Street, New York, NY 11201, United States of America"
Gold Street & Tillary Street,New York,11251,N/A,Gold Street,New York,Gold Street & Tillary Street,"Gold Street, New York, NY 11251, United States of America"
Avenue A & East 11th Street,New York,10009,N/A,Avenue A,New York,Avenue A & East 11th Street,"Avenue A, New York, NY 10009, United States of America"
1st Avenue & East 11th Street,New York,10009,N/A,1st Avenue,New York,1st Avenue & East 11th Street,"1st Avenue, New York, NY 10009, United States of America"
Atlantic Avenue & Clinton Street,New York,11208,N/A,Atlantic Avenue,New York,Atlantic Avenue & Clinton Street,"Atlantic Avenue, New York, NY 11208, United States of America"
Grand Street at Washington Street,Jersey City,07304,N/A,Grand Street,New Jersey,Grand Street at Washington Street,"Grand Street, Jersey City, NJ 07304, United States of America"
Livingston Street & Court Street,New York,11217,N/A,Livingston Street,New York,Livingston Street & Court Street,"Livingston Street, New York, NY 11217, United States of America"
Bethune Street & Greenwich Street,New York,10014,N/A,Bethune Street,New York,Bethune Street & Greenwich Street,"Bethune Street, New York, NY 10014, United States of America"
Columbia Street & Warren Street,New York,11231,N/A,Columbia Street,New York,Columbia Street & Warren Street,"Columbia Street, New York, NY 11231, United States of America"
Court Street & Schermerhorn Street,New York,11231,N/A,Court Street,New York,Court Street & Schermerhorn Street,"Court Street, New York, NY 11231, United States of America"
East 10th Street & Avenue B,New York,10009,N/A,East 10th Street,New York,East 10th Street & Avenue B,"East 10th Street, New York, NY 10009, United States of America"
8th Avenue & Bleecker Street,New York,10014,N/A,8th Avenue,New York,8th Avenue & Bleecker Street,"8th Avenue, New York, NY 10014, United States of America"
6th Avenue & West 12th Street,New York,10019,N/A,6th Avenue,New York,6th Avenue & West 12th Street,"6th Avenue, New York, NY 10019, United States of America"
Washington Street at Christopher Columbus Drive,Jersey City,07311,N/A,Washington Street,New Jersey,Washington Street at Christopher Columbus Drive,"Washington Street, Jersey City, NJ 07311, United States of America"
Montgomery Street at Washington Street,Jersey City,07306,N/A,Montgomery Street,New Jersey,Montgomery Street at Washington Street,"Montgomery Street, Jersey City, NJ 07306, United States of America"
7th Avenue & West 12th Street,New York,10001,N/A,7th Avenue,New York,7th Avenue & West 12th Street,"7th Avenue, New York, NY 10001, United States of America"
N/A,New York,10003,N/A,4th Avenue,New York,4th Avenue,"New York, NY 10003, United States of America"
East 10th Street & Avenue B,New York,10009,N/A,East 10th Street,New York,East 10th Street & Avenue B,"East 10th Street, New York, NY 10009, United States of America"
Montomery Street at Washington Street,Jersey City,07311,N/A,Montgomery Street,New Jersey,Montomery Street at Washington Street,"Montgomery Street, Jersey City, NJ 07311, United States of America"
Avenue A & East 11th Street,New York,10009,N/A,Avenue A,New York,Avenue A & East 11th Street,"Avenue A, New York, NY 10009, United States of America"
Broadway/East 13th Street,New York,10003,N/A,Broadway,New York,Broadway/East 13th Street,"Broadway, New York, NY 10003, United States of America"
Flushing Avenue & Navy Street,New York,11237,N/A,Flushing Avenue,New York,Flushing Avenue & Navy Street,"Flushing Avenue, New York, NY 11237, United States of America"
4th Avenue & East 14th Street,New York,10003,N/A,4th Avenue,New York,4th Avenue & East 14th Street,"4th Avenue, New York, NY 10003, United States of America"
Boerum Place & Joralemon Street,New York,11201,N/A,Boerum Place,New York,Boerum Place & Joralemon Street,"Boerum Place, New York, NY 11201, United States of America"
3rd Avenue & East 14th Street,New York,10035,N/A,3rd Avenue,New York,3rd Avenue & East 14th Street,"3rd Avenue, New York, NY 10035, United States of America"
2nd Avenue & East 13th Street,New York,10035,N/A,2nd Avenue,New York,2nd Avenue & East 13th Street,"2nd Avenue, New York, NY 10035, United States of America"
Broadway/East 14th Street,New York,10003,N/A,Broadway,New York,Broadway/East 14th Street,"Broadway, New York, NY 10003, United States of America"
East 14th Street & Irving Place,New York,10003,N/A,East 14th Street,New York,East 14th Street & Irving Place,"East 14th Street, New York, NY 10003, United States of America"
Union Square,New York,10003,N/A,East 14th Street,New York,Union Square,"East 14th Street, New York, NY 10003, United States of America"
Jay Street & Willoughby Street,New York,11201,N/A,Jay Street,New York,Jay Street & Willoughby Street,"Jay Street, New York, NY 11201, United States of America"
East 14th Street & 5th Avenue,New York,10003,N/A,East 14th Street,New York,East 14th Street & 5th Avenue,"East 14th Street, New York, NY 10003, United States of America"
Jay Street–MetroTech,New York,11201,N/A,Jay Street,New York,Jay Street–MetroTech,"Jay Street, New York, NY 11201, United States of America"
East 14th Street & 3rd Avenue,New York,10003,N/A,East 14th Street,New York,East 14th Street & 3rd Avenue,"East 14th Street, New York, NY 10003, United States of America"
2nd Avenue & East 14th Street,New York,10035,N/A,2nd Avenue,New York,2nd Avenue & East 14th Street,"2nd Avenue, New York, NY 10035, United States of America"
8th Avenue & West 12th Street,New York,10014,N/A,8th Avenue,New York,8th Avenue & West 12th Street,"8th Avenue, New York, NY 10014, United States of America"
East 14th Street & Union Square West,New York,10003,N/A,East 14th Street,New York,East 14th Street & Union Square West,"East 14th Street, New York, NY 10003, United States of America"
Avenue C & East 10th Street,New York,10009,N/A,Avenue C,New York,Avenue C & East 10th Street,"Avenue C, New York, NY 10009, United States of America"
3rd Avenue,New York,10003,N/A,East 14th Street,New York,3rd Avenue,"East 14th Street, New York, NY 10003, United States of America"
East 14th Street & 3rd Avenue,New York,10003,N/A,East 14th Street,New York,East 14th Street & 3rd Avenue,"East 14th Street, New York, NY 10003, United States of America"
Atlantic Avenue & Court Street,New York,11208,N/A,Atlantic Avenue,New York,Atlantic Avenue & Court Street,"Atlantic Avenue, New York, NY 11208, United States of America"
14th Street–Union Square,New York,10003,N/A,Union Square East,New York,14th Street–Union Square,"Union Square East, New York, NY 10003, United States of America"
East 10th Street & Avenue C,New York,10009,N/A,East 10th Street,New York,East 10th Street & Avenue C,"East 10th Street, New York, NY 10009, United States of America"
Court Street & Atlantic Avenue,New York,11231,N/A,Court Street,New York,Court Street & Atlantic Avenue,"Court Street, New York, NY 11231, United States of America"
Washington Boulevard at 4th Street,Jersey City,07311,N/A,Washington Boulevard,New Jersey,Washington Boulevard at 4th Street,"Washington Boulevard, Jersey City, NJ 07311, United States of America"
14th Street,New York,10019,N/A,6th Avenue,New York,14th Street,"6th Avenue, New York, NY 10019, United States of America"
Jay Street & Willoughby Street,New York,11201,N/A,Jay Street,New York,Jay Street & Willoughby Street,"Jay Street, New York, NY 11201, United States of America"
East 14th Street & 2nd Avenue,New York,10003,N/A,East 14th Street,New York,East 14th Street & 2nd Avenue,"East 14th Street, New York, NY 10003, United States of America"
East 14th Street & 2nd Avenue,New York,10003,N/A,East 14th Street,New York,East 14th Street & 2nd Avenue,"East 14th Street, New York, NY 10003, United States of America"
3rd Avenue & East 14th Street,New York,10035,N/A,3rd Avenue,New York,3rd Avenue & East 14th Street,"3rd Avenue, New York, NY 10035, United States of America"
West 14th Street & 6th Avenue,New York,10011,N/A,West 14th Street,New York,West 14th Street & 6th Avenue,"West 14th Street, New York, NY 10011, United States of America"
Newport,Jersey City,07311,N/A,Hoboken Newport Walkway- Hudson River Waterfront Walkway,New Jersey,Hoboken Newport Walkway- Hudson River Waterfront Walkway,"Jersey City, NJ 07311, United States of America"
East 10th Street & Avenue C,New York,10009,402,East 10th Street,New York,East 10th Street & Avenue C,"402 East 10th Street, New York, NY 10009, United States of America"
Grand Street at Warren Street,Jersey City,07304,N/A,Grand Street,New Jersey,Grand Street at Warren Street,"Grand Street, Jersey City, NJ 07304, United States of America"
Boerum Place & Livingston Street,New York,11201,N/A,Boerum Place,New York,Boerum Place & Livingston Street,"Boerum Place, New York, NY 11201, United States of America"
Jay Street & Fulton Mall,New York,11201,N/A,Jay Street,New York,Jay Street & Fulton Mall,"Jay Street, New York, NY 11201, United States of America"
Fulton Mall & Smith Street,New York,11201,N/A,Fulton Mall,New York,Fulton Mall & Smith Street,"Fulton Mall, New York, NY 11201, United States of America"
14th Street,New York,10001,N/A,7th Avenue,New York,14th Street,"7th Avenue, New York, NY 10001, United States of America"
6th Avenue,New York,10011,N/A,West 14th Street,New York,6th Avenue,"West 14th Street, New York, NY 10011, United States of America"
Hudson Street & Jane Street,New York,10014,N/A,Hudson Street,New York,Hudson Street & Jane Street,"Hudson Street, New York, NY 10014, United States of America"
Atlantic Avenue & Court Street,New York,11208,N/A,Atlantic Avenue,New York,Atlantic Avenue & Court Street,"Atlantic Avenue, New York, NY 11208, United States of America"
8th Avenue & West 4th Street,New York,10014,N/A,8th Avenue,New York,8th Avenue & West 4th Street,"8th Avenue, New York, NY 10014, United States of America"
Montromery Street at Warren Street,Jersey City,07306,N/A,Montgomery Street,New Jersey,Montromery Street at Warren Street,"Montgomery Street, Jersey City, NJ 07306, United States of America"
Grand Street at Warren Street,Jersey City,07304,N/A,Grand Street,New Jersey,Grand Street at Warren Street,"Grand Street, Jersey City, NJ 07304, United States of America"
Harsimus Cove,Jersey City,07311,N/A,Metro Plaza Drive,New Jersey,Harsimus Cove,"Metro Plaza Drive, Jersey City, NJ 07311, United States of America"
Jay Street–MetroTech,New York,11201,N/A,Willoughby Street,New York,Jay Street–MetroTech,"Willoughby Street, New York, NY 11201, United States of America"
East 14th Street & 1st Avenue,New York,10009,N/A,East 14th Street,New York,East 14th Street & 1st Avenue,"East 14th Street, New York, NY 10009, United States of America"
West 14th Street & 6th Avenue,New York,10011,N/A,West 14th Street,New York,West 14th Street & 6th Avenue,"West 14th Street, New York, NY 10011, United States of America"
Fulton Mall & Smith Street,New York,11201,N/A,Fulton Mall,New York,Fulton Mall & Smith Street,"Fulton Mall, New York, NY 11201, United States of America"
14th Street–Union Square,New York,10003,N/A,East 15th Street,New York,14th Street–Union Square,"East 15th Street, New York, NY 10003, United States of America"
Avenue A & East 13th Street,New York,10009,N/A,Avenue A,New York,Avenue A & East 13th Street,"Avenue A, New York, NY 10009, United States of America"
Avenue C & East 11th Street,New York,10009,N/A,Avenue C,New York,Avenue C & East 11th Street,"Avenue C, New York, NY 10009, United States of America"
Washington Boulevard at PATH Station,Jersey City,07310,N/A,Washington Boulevard,New Jersey,Washington Boulevard at PATH Station,"Washington Boulevard, Jersey City, NJ 07310, United States of America"
8th Avenue & Horatio Street,New York,10011,N/A,8th Avenue,New York,8th Avenue & Horatio Street,"8th Avenue, New York, NY 10011, United States of America"
7th Avenue & West 14th Street,New York,10001,N/A,7th Avenue,New York,7th Avenue & West 14th Street,"7th Avenue, New York, NY 10001, United States of America"
Newport,Jersey City,07310,N/A,Washington Boulevard,New Jersey,Newport,"Washington Boulevard, Jersey City, NJ 07310, United States of America"
West 14th Street & 7th Avenue,New York,10011,N/A,14th Street/6th Avenue-7th Subway transfer,New York,West 14th Street & 7th Avenue,"14th Street/6th Avenue-7th Subway transfer, New York, NY 10011, United States of America"
Smith Street & Livingston Street,New York,11231,N/A,Smith Street,New York,Smith Street & Livingston Street,"Smith Street, New York, NY 11231, United States of America"
1st Avenue,New York,10009,N/A,East 14th Street,New York,1st Avenue,"East 14th Street, New York, NY 10009, United States of America"
Liberty Harbor,Jersey City,07302,N/A,Hudson River Waterfront Walkway,New Jersey,Liberty Harbor,"Hudson River Waterfront Walkway, Jersey City, NJ 07302, United States of America"
Greenwich St/ Horatio St,New York,10014,N/A,Greenwich Street,New York,Greenwich St/ Horatio St,"Greenwich Street, New York, NY 10014, United States of America"
Warren Street,Jersey City,07302,N/A,Hudson River Waterfront Walkway,New Jersey,Warren Street,"Hudson River Waterfront Walkway, Jersey City, NJ 07302, United States of America"
Smith Street & Livingston Street,New York,11231,N/A,Smith Street,New York,Smith Street & Livingston Street,"Smith Street, New York, NY 11231, United States of America"
Washington Boulevard at Path Station,Jersey City,07310,N/A,Washington Boulevard,New Jersey,Washington Boulevard at Path Station,"Washington Boulevard, Jersey City, NJ 07310, United States of America"
Union Square East & East 15th Street,New York,10003,N/A,Union Square East,New York,Union Square East & East 15th Street,"Union Square East, New York, NY 10003, United States of America"
6th Avenue & West 15th Street,New York,10019,N/A,6th Avenue,New York,6th Avenue & West 15th Street,"6th Avenue, New York, NY 10019, United States of America"
Avenue C & East 12th Street,New York,10009,N/A,Avenue C,New York,Avenue C & East 12th Street,"Avenue C, New York, NY 10009, United States of America"
East 10th Street & Avenue D,New York,10009,N/A,East 10th Street,New York,East 10th Street & Avenue D,"East 10th Street, New York, NY 10009, United States of America"
Union Square East & East 15th Street,New York,10003,N/A,Union Square East,New York,Union Square East & East 15th Street,"Union Square East, New York, NY 10003, United States of America"
East 10th Street & Avenue D,New York,10009,N/A,East 10th Street,New York,East 10th Street & Avenue D,"East 10th Street, New York, NY 10009, United States of America"
14th Street,New York,10011,N/A,West 15th Street,New York,14th Street,"West 15th Street, New York, NY 10011, United States of America"
1 Av & E 14 St,New York,10009,N/A,1st Avenue service road,New York,1 Av & E 14 St,"1st Avenue service road, New York, NY 10009, United States of America"
Livingston Street & Smith Street,New York,11217,N/A,Livingston Street,New York,Livingston Street & Smith Street,"Livingston Street, New York, NY 11217, United States of America"
West 14th Street & 7th Avenue,New York,10011,N/A,West 14th Street,New York,West 14th Street & 7th Avenue,"West 14th Street, New York, NY 10011, United States of America"
East 14th Street & Avenue A,New York,10009,N/A,East 14th Street,New York,East 14th Street & Avenue A,"East 14th Street, New York, NY 10009, United States of America"
Flushing Avenue & North Portland Avenue,New York,11251,N/A,Flushing Avenue,New York,Flushing Avenue & North Portland Avenue,"Flushing Avenue, New York, NY 11251, United States of America"
East 10th Street & Avenue D,New York,10009,N/A,East 10th Street,New York,East 10th Street & Avenue D,"East 10th Street, New York, NY 10009, United States of America"
Court Street & Amity Street,New York,11231,N/A,Court Street,New York,Court Street & Amity Street,"Court Street, New York, NY 11231, United States of America"
Livingston Street & Smith Street,New York,11217,N/A,Livingston Street,New York,Livingston Street & Smith Street,"Livingston Street, New York, NY 11217, United States of America"
Grand Street at Van Vorst Street,Jersey City,07304,N/A,Grand Street,New Jersey,Grand Street at Van Vorst Street,"Grand Street, Jersey City, NJ 07304, United States of America"
Avenue C & East 12th Street,New York,10009,N/A,Avenue C,New York,Avenue C & East 12th Street,"Avenue C, New York, NY 10009, United States of America"
2nd Avenue & East 17th Street,New York,10035,N/A,2nd Avenue,New York,2nd Avenue & East 17th Street,"2nd Avenue, New York, NY 10035, United States of America"
West 14th Street & 8th Avenue,New York,10011,N/A,West 14th Street,New York,West 14th Street & 8th Avenue,"West 14th Street, New York, NY 10011, United States of America"
Flushing Avenue & North Portland Avenue,New York,11237,N/A,Flushing Avenue,New York,Flushing Avenue & North Portland Avenue,"Flushing Avenue, New York, NY 11237, United States of America"
5th Avenue & West 17th Street,New York,10035,N/A,5th Avenue,New York,5th Avenue & West 17th Street,"5th Avenue, New York, NY 10035, United States of America"
Newport,Jersey City,07310,N/A,Mall Drive East,New Jersey,Newport,"Mall Drive East, Jersey City, NJ 07310, United States of America"
Brooklyn Navy Yard Ferry Station,New York,11251,N/A,5th Street,New York,Brooklyn Navy Yard Ferry Station,"5th Street, New York, NY 11251, United States of America"
Atlantic Avenue & Smith Street,New York,11208,N/A,Atlantic Avenue,New York,Atlantic Avenue & Smith Street,"Atlantic Avenue, New York, NY 11208, United States of America"
East 14th Street & Avenue B,New York,10009,N/A,Avenue B,New York,East 14th Street & Avenue B,"Avenue B, New York, NY 10009, United States of America"
Hoboken NJ Transit Terminal,Hoboken,07030,N/A,N/A,New Jersey,Hoboken NJ Transit Terminal,"Hoboken, NJ 07030, United States of America"
8th Avenue,New York,10011,N/A,West 14th Street,New York,8th Avenue,"West 14th Street, New York, NY 10011, United States of America"
8th Avenue & West 14th Street,New York,10011,N/A,8th Avenue,New York,8th Avenue & West 14th Street,"8th Avenue, New York, NY 10011, United States of America"
Yankee Pier,New York,10004,N/A,Craig Road South,New York,Yankee Pier,"Craig Road South, New York, NY 10004, United States of America"
Smith Street & Atlantic Avenue,New York,11231,N/A,Smith Street,New York,Smith Street & Atlantic Avenue,"Smith Street, New York, NY 11231, United States of America"
Washington Boulevard at Newport Parkway,Jersey City,07310,N/A,Washington Boulevard,New Jersey,Washington Boulevard at Newport Parkway,"Washington Boulevard, Jersey City, NJ 07310, United States of America"
West 14th Street & 8th Avenue,New York,10011,N/A,West 14th Street,New York,West 14th Street & 8th Avenue,"West 14th Street, New York, NY 10011, United States of America"
Washington Boulevard at Newport Parkway,Jersey City,07310,N/A,Washington Boulevard,New Jersey,Washington Boulevard at Newport Parkway,"Washington Boulevard, Jersey City, NJ 07310, United States of America"
Hoyt Street,New York,11201,N/A,Fulton Mall,New York,Hoyt Street,"Fulton Mall, New York, NY 11201, United States of America"
Livingston Street & Hoyt Street,New York,11217,N/A,Livingston Street,New York,Livingston Street & Hoyt Street,"Livingston Street, New York, NY 11217, United States of America"
Hoboken Terminal,Hoboken,07030,N/A,Warrington Plaza,New Jersey,Hoboken Terminal,"Warrington Plaza, Hoboken, NJ 07030, United States of America"
Hoboken Terminal,Hoboken,07030,N/A,Hoboken Newport Walkway- Hudson River Waterfront Walkway,New Jersey,Hoboken Terminal,"Hoboken Newport Walkway- Hudson River Waterfront Walkway, Hoboken, NJ 07030, United States of America"
Fulton Street & Duffield Street,New York,11201,N/A,Fulton Mall,New York,Fulton Street & Duffield Street,"Fulton Mall, New York, NY 11201, United States of America"
N/A,New York,11211,440,Kent Avenue,New York,440 Kent Avenue,"New York, NY 11211, United States of America"
Park Avenue & East 18th Street,New York,10016,N/A,Park Avenue South,New York,Park Avenue & East 18th Street,"Park Avenue South, New York, NY 10016, United States of America"
East 14th Street & Avenue C,New York,10009,N/A,East 14th Street,New York,East 14th Street & Avenue C,"East 14th Street, New York, NY 10009, United States of America"
Atlantic Avenue & Smith Street,New York,11208,N/A,Atlantic Avenue,New York,Atlantic Avenue & Smith Street,"Atlantic Avenue, New York, NY 11208, United States of America"
East 14th Street & Avenue C,New York,10009,N/A,East 14th Street Service Road,New York,East 14th Street & Avenue C,"East 14th Street Service Road, New York, NY 10009, United States of America"
Court Street & Warren Street,New York,11231,N/A,Court Street,New York,Court Street & Warren Street,"Court Street, New York, NY 11231, United States of America"
14th Street,New York,10011,N/A,West 15th Street,New York,14th Street,"West 15th Street, New York, NY 10011, United States of America"
Grand Street at Luis Munoz Marin Boulevard,Jersey City,07304,N/A,Grand Street,New Jersey,Grand Street at Luis Munoz Marin Boulevard,"Grand Street, Jersey City, NJ 07304, United States of America"
Christopher Columbus Drive at Groove Street,Jersey City,07302,N/A,Christopher Columbus Drive,New Jersey,Christopher Columbus Drive at Groove Street,"Christopher Columbus Drive, Jersey City, NJ 07302, United States of America"
Avenue C & East 14th Street,New York,10009,N/A,Avenue C,New York,Avenue C & East 14th Street,"Avenue C, New York, NY 10009, United States of America"
Flushing Avenue & Cumberland Street,New York,11251,N/A,Flushing Avenue,New York,Flushing Avenue & Cumberland Street,"Flushing Avenue, New York, NY 11251, United States of America"
6th Avenue & West 18th Street,New York,10011,N/A,West 18th Street,New York,6th Avenue & West 18th Street,"West 18th Street, New York, NY 10011, United States of America"
Grand Street at Luis Munoz Marin Boulevard,Jersey City,07304,N/A,Grand Street,New Jersey,Grand Street at Luis Munoz Marin Boulevard,"Grand Street, Jersey City, NJ 07304, United States of America"
Grove Street,Jersey City,07302,N/A,Christopher Columbus Drive,New Jersey,Grove Street,"Christopher Columbus Drive, Jersey City, NJ 07302, United States of America"
Flushing Avenue & Cumberland Street,New York,11237,N/A,Flushing Avenue,New York,Flushing Avenue & Cumberland Street,"Flushing Avenue, New York, NY 11237, United States of America"
Newport Centre Mall,Jersey City,07310,N/A,Mall Drive West,New Jersey,Newport Centre Mall,"Mall Drive West, Jersey City, NJ 07310, United States of America"
